Hour,m5a.large,t2.large,m4.4xlarge,m5.4xlarge,c4.8xlarge,t3.small,t2.2xlarge,m5.2xlarge,r5.large,c5.4xlarge,t3.medium,m5a.2xlarge,t3a.small,c5ad.8xlarge,c5d.4xlarge,c5.xlarge,c5.large,c5ad.2xlarge,m5d.large,t3.large,m5.12xlarge,t2.xlarge,i3.xlarge,i3.4xlarge,c5n.large,c3.xlarge,c5a.2xlarge,c4.large,t3.micro,c5ad.4xlarge,c5d.18xlarge,c4.2xlarge,c4.4xlarge,c3.2xlarge,m4.2xlarge,m5d.xlarge,m5ad.large,i3.2xlarge,c5.18xlarge,m5d.4xlarge,c3.large,c5.2xlarge,m5d.8xlarge,c5ad.xlarge,c5d.9xlarge,m3.medium,m5.xlarge,c4.xlarge,c5d.xlarge,t3.2xlarge,r3.xlarge,m5d.2xlarge,c5d.2xlarge,t2.medium,t2.small,t3.xlarge,t3.nano
10000,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10001,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10002,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10003,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10004,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10005,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10006,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10007,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10008,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10009,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10010,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10011,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10012,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10013,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10014,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10015,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10016,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10017,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10018,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10019,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10020,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10021,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10022,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10023,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,27,0,188,0,0,0,428,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10024,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10025,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10026,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10027,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10028,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10029,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10030,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10031,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10032,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10033,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10034,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10035,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10036,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10037,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10038,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10039,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10040,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10041,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10042,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10043,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10044,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10045,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10046,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10047,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,29,0,195,0,0,0,514,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,21,0,0,0,0,0,3,8,0,0
10048,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10049,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10050,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10051,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10052,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10053,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10054,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10055,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10056,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10057,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10058,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10059,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10060,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10061,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10062,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10063,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10064,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10065,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10066,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10067,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10068,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10069,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10070,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10071,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,29,0,170,0,0,0,558,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,18,0,0,0,0,0,3,8,0,0
10072,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10073,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10074,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10075,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10076,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10077,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10078,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10079,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10080,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10081,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10082,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10083,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10084,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10085,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10086,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10087,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10088,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10089,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10090,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10091,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10092,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10093,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10094,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10095,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,150,0,0,0,588,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10096,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10097,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10098,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10099,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10100,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10101,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10102,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10103,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10104,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10105,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10106,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10107,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10108,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10109,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10110,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10111,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10112,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10113,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
10114,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,31,0,143,0,0,0,555,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,20,0,0,0,0,0,3,8,0,0
