Hour,m5a.large,t2.large,m4.4xlarge,m5.4xlarge,c4.8xlarge,t3.small,t2.2xlarge,m5.2xlarge,r5.large,c5.4xlarge,t3.medium,m5a.2xlarge,t3a.small,c5ad.8xlarge,c5d.4xlarge,c5.xlarge,c5.large,c5ad.2xlarge,m5d.large,t3.large,m5.12xlarge,t2.xlarge,i3.xlarge,i3.4xlarge,c5n.large,c3.xlarge,c5a.2xlarge,c4.large,t3.micro,c5ad.4xlarge,c5d.18xlarge,c4.2xlarge,c4.4xlarge,c3.2xlarge,m4.2xlarge,m5d.xlarge,m5ad.large,i3.2xlarge,c5.18xlarge,m5d.4xlarge,c3.large,c5.2xlarge,m5d.8xlarge,c5ad.xlarge,c5d.9xlarge,m3.medium,m5.xlarge,c4.xlarge,c5d.xlarge,t3.2xlarge,r3.xlarge,m5d.2xlarge,c5d.2xlarge,t2.medium,t2.small,t3.xlarge,t3.nano
14330,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14331,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14332,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14333,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14334,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14335,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14336,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14337,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14338,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14339,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14340,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14341,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14342,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14343,3,0,0,0,0,0,0,50,0,3,0,0,0,0,0,37,17,0,0,0,0,0,0,0,0,0,0,197,2,0,63,767,0,0,337,0,0,0,10,0,0,220,0,0,0,0,0,167,0,0,0,0,0,6,15,0,0
14344,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14345,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14346,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14347,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14348,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14349,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14350,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14351,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14352,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14353,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14354,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14355,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14356,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14357,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14358,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14359,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14360,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14361,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14362,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14363,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14364,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14365,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14366,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14367,3,0,0,0,0,0,0,16,1,5,0,0,0,0,0,22,13,0,0,0,0,0,0,0,0,0,0,173,2,0,59,620,0,0,347,0,0,0,10,0,0,277,0,0,18,0,0,178,0,0,0,0,0,6,15,0,0
14368,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14369,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14370,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14371,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14372,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14373,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14374,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14375,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14376,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14377,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14378,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14379,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14380,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14381,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14382,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14383,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14384,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14385,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14386,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14387,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14388,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14389,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14390,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14391,3,0,0,0,0,0,0,37,2,65,0,0,0,0,0,107,10,0,0,0,0,0,0,0,0,0,0,199,2,0,44,595,0,0,128,0,0,0,11,0,0,496,0,0,74,0,0,116,0,0,0,0,0,6,15,0,0
14392,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14393,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14394,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14395,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14396,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14397,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14398,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14399,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14400,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14401,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14402,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14403,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14404,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14405,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14406,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14407,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14408,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14409,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14410,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14411,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14412,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14413,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14414,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14415,3,0,0,0,0,0,0,0,4,184,0,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,186,1,0,43,14,0,0,0,0,0,0,9,0,0,1002,0,0,80,0,0,59,0,0,0,0,0,6,15,0,0
14416,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14417,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14418,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14419,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14420,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14421,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14422,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14423,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14424,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14425,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14426,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14427,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14428,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14429,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14430,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14431,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14432,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14433,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14434,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14435,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14436,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14437,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14438,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14439,3,0,0,0,0,0,0,0,0,325,0,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,357,4,0,67,6,0,0,0,0,0,0,7,0,0,1455,0,0,75,0,0,48,0,0,0,0,0,6,15,0,0
14440,3,0,0,0,0,0,0,0,0,328,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,203,6,0,67,5,0,0,0,0,0,0,7,0,0,1273,0,0,77,0,0,54,0,0,0,0,0,6,15,0,0
14441,3,0,0,0,0,0,0,0,0,328,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,203,6,0,67,5,0,0,0,0,0,0,7,0,0,1273,0,0,77,0,0,54,0,0,0,0,0,6,15,0,0
14442,3,0,0,0,0,0,0,0,0,328,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,203,6,0,67,5,0,0,0,0,0,0,7,0,0,1273,0,0,77,0,0,54,0,0,0,0,0,6,15,0,0
14443,3,0,0,0,0,0,0,0,0,328,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,203,6,0,67,5,0,0,0,0,0,0,7,0,0,1273,0,0,77,0,0,54,0,0,0,0,0,6,15,0,0
14444,3,0,0,0,0,0,0,0,0,328,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,203,6,0,67,5,0,0,0,0,0,0,7,0,0,1273,0,0,77,0,0,54,0,0,0,0,0,6,15,0,0
